id,material,quantity,source,carbon_savings,project_location,used_in_project,date_added
9167,Hempcrete,584,PlasticCycle,2050.59,Houston,No,2023-10-24
9168,Rammed Earth,476,EarthInnovations,2069.84,Miami,No,2023-02-15
9169,Rammed Earth,833,GreenBuild Ltd.,3393.23,Austin,No,2023-01-13
9170,Rammed Earth,620,PlasticCycle,2994.55,Chicago,No,2023-01-27
9171,Bamboo Fiber,317,EcoCement Co.,1169.85,Seattle,No,2023-01-29
9172,Hempcrete,349,Sustainable Works,783.5,Miami,Yes,2023-10-30
9173,Straw Bale,106,GreenBuild Ltd.,405.59,Boston,No,2023-06-07
9174,Hempcrete,587,GreenBuild Ltd.,1908.97,Boston,Yes,2023-10-26
9175,Rammed Earth,507,Sustainable Works,1946.73,Seattle,Yes,2023-09-26
9176,Bamboo Fiber,740,EarthInnovations,3570.65,Houston,No,2023-01-16
9177,Geopolymer,546,NatureBricks,2003.67,Austin,Yes,2023-12-07
9178,Rammed Earth,484,EarthInnovations,1404.76,Denver,Yes,2023-11-25
9179,Bamboo Fiber,949,PlasticCycle,4713.58,Los Angeles,Yes,2023-07-23
9180,Hempcrete,657,Sustainable Works,2496.07,Boston,No,2023-08-10
9181,Straw Bale,535,EarthInnovations,2130.88,Miami,No,2023-08-07
9182,Hempcrete,600,EcoCement Co.,2319.99,Miami,No,2023-09-21
9183,Hempcrete,659,EcoCement Co.,2944.93,Houston,No,2023-07-08
9184,Hempcrete,586,GreenBuild Ltd.,1983.98,Seattle,No,2023-06-12
9185,Recycled Plastic,464,EcoCement Co.,1086.17,Boston,Yes,2023-09-23
9186,Bamboo Fiber,116,GreenBuild Ltd.,527.88,Los Angeles,Yes,2023-10-10
9187,Rammed Earth,981,EarthInnovations,3907.33,Miami,Yes,2023-03-07
9188,Bamboo Fiber,758,GreenBuild Ltd.,2788.21,New York,No,2023-08-13
9189,Geopolymer,484,PlasticCycle,1281.45,New York,Yes,2023-05-26
9190,Hempcrete,677,GreenBuild Ltd.,3255.74,Los Angeles,Yes,2023-06-30
9191,Straw Bale,215,GreenBuild Ltd.,626.8,New York,No,2023-06-07
9192,Rammed Earth,739,GreenBuild Ltd.,2178.81,Austin,No,2023-07-10
9193,Geopolymer,342,GreenBuild Ltd.,1011.43,Miami,Yes,2023-08-31
9194,Recycled Plastic,701,EcoCement Co.,3328.08,Chicago,No,2023-06-19
9195,Straw Bale,276,EcoCement Co.,995.58,Miami,No,2023-03-14
9196,Recycled Plastic,804,EcoCement Co.,1667.49,Houston,Yes,2023-09-10
9197,Hempcrete,156,GreenBuild Ltd.,386.66,Boston,Yes,2023-07-22
9198,Bamboo Fiber,575,PlasticCycle,2684.58,Denver,Yes,2023-12-23
9199,Straw Bale,973,NatureBricks,2032.31,Chicago,Yes,2023-03-26
9200,Bamboo Fiber,324,EcoCement Co.,1191.68,Los Angeles,No,2023-07-12
9201,Hempcrete,308,NatureBricks,879.1,New York,No,2023-03-21
9202,Bamboo Fiber,134,EcoCement Co.,577.57,Boston,No,2023-02-06
9203,Bamboo Fiber,957,NatureBricks,4617.93,New York,No,2023-10-08
9204,Straw Bale,455,EcoCement Co.,1209.3,Houston,Yes,2023-06-06
9205,Geopolymer,744,NatureBricks,3690.13,Austin,Yes,2023-10-24
9206,Straw Bale,104,EarthInnovations,274.1,Denver,No,2023-02-01
9207,Bamboo Fiber,299,EcoCement Co.,1111.19,New York,Yes,2023-02-06
9208,Rammed Earth,606,PlasticCycle,2300.86,San Francisco,No,2023-12-30
9209,Rammed Earth,897,PlasticCycle,4277.91,Seattle,Yes,2023-04-27
9210,Recycled Plastic,978,GreenBuild Ltd.,4601.05,Miami,Yes,2023-02-03
9211,Bamboo Fiber,136,Sustainable Works,493.06,Boston,Yes,2023-08-15
9212,Hempcrete,313,EcoCement Co.,1397.03,Seattle,Yes,2023-01-18
9213,Bamboo Fiber,466,NatureBricks,2180.53,Austin,Yes,2023-10-04
9214,Rammed Earth,176,EcoCement Co.,819.71,Seattle,Yes,2023-09-21
9215,Hempcrete,810,GreenBuild Ltd.,3566.18,Boston,Yes,2023-09-03
9216,Hempcrete,454,PlasticCycle,1996.7,Austin,Yes,2023-10-16
9217,Geopolymer,743,GreenBuild Ltd.,3137.6,Austin,Yes,2023-01-14
9218,Rammed Earth,594,GreenBuild Ltd.,1899.61,Miami,Yes,2023-02-12
9219,Rammed Earth,868,EcoCement Co.,4105.96,Seattle,No,2023-09-26
9220,Geopolymer,876,PlasticCycle,2863.35,Chicago,No,2023-12-30
9221,Hempcrete,987,EarthInnovations,4501.4,Houston,Yes,2023-06-21
9222,Recycled Plastic,847,PlasticCycle,2059.88,Austin,No,2023-12-24
9223,Geopolymer,639,NatureBricks,1463.21,Seattle,No,2023-07-15
9224,Rammed Earth,955,GreenBuild Ltd.,2701.16,Seattle,Yes,2023-04-06
9225,Geopolymer,231,PlasticCycle,820.25,San Francisco,No,2023-06-09
9226,Recycled Plastic,150,EcoCement Co.,356.03,New York,Yes,2023-01-22
9227,Straw Bale,743,PlasticCycle,3286.43,Seattle,No,2023-06-01
9228,Bamboo Fiber,927,Sustainable Works,3891.89,New York,No,2023-10-27
9229,Recycled Plastic,803,EcoCement Co.,2814.73,Austin,No,2023-01-29
9230,Rammed Earth,937,PlasticCycle,3996.23,Los Angeles,No,2023-10-14
9231,Rammed Earth,649,EarthInnovations,1418.13,Chicago,Yes,2023-04-07
9232,Hempcrete,766,PlasticCycle,2209.38,Chicago,No,2023-02-11
9233,Straw Bale,925,PlasticCycle,4282.55,Los Angeles,Yes,2023-11-03
9234,Straw Bale,795,PlasticCycle,1820.61,Houston,Yes,2023-11-23
9235,Recycled Plastic,962,EarthInnovations,2558.21,Seattle,No,2023-03-30
9236,Geopolymer,937,NatureBricks,3916.23,Chicago,Yes,2023-05-10
9237,Recycled Plastic,424,PlasticCycle,2064.77,Boston,No,2023-04-22
9238,Recycled Plastic,549,Sustainable Works,1984.26,San Francisco,No,2023-12-23
9239,Rammed Earth,932,EcoCement Co.,2084.02,Miami,No,2023-10-10
9240,Recycled Plastic,412,EcoCement Co.,1242.75,Austin,Yes,2023-05-13
9241,Bamboo Fiber,625,PlasticCycle,1909.99,Miami,No,2023-06-12
9242,Recycled Plastic,909,PlasticCycle,4337.11,Houston,Yes,2023-06-11
9243,Hempcrete,863,EarthInnovations,2177.04,Los Angeles,No,2023-01-25
9244,Hempcrete,245,EarthInnovations,1104.84,Denver,Yes,2023-01-09
9245,Bamboo Fiber,244,PlasticCycle,715.28,Seattle,Yes,2023-01-19
9246,Straw Bale,882,EcoCement Co.,4004.59,Seattle,No,2023-05-19
9247,Geopolymer,413,GreenBuild Ltd.,1081.07,Austin,Yes,2023-12-29
9248,Bamboo Fiber,869,PlasticCycle,4283.13,Los Angeles,Yes,2023-11-20
9249,Straw Bale,480,PlasticCycle,2077.2,Houston,No,2023-04-15
9250,Recycled Plastic,248,GreenBuild Ltd.,600.68,Boston,Yes,2023-02-22
9251,Hempcrete,269,PlasticCycle,1258.39,Boston,No,2023-06-20
9252,Geopolymer,153,EcoCement Co.,680.73,Denver,Yes,2023-05-23
9253,Recycled Plastic,344,Sustainable Works,716.71,Boston,No,2023-04-26
9254,Rammed Earth,764,EcoCement Co.,2832.52,New York,Yes,2023-08-21
9255,Recycled Plastic,644,EcoCement Co.,2775.1,Austin,No,2023-03-17
9256,Recycled Plastic,1000,EcoCement Co.,3836.09,San Francisco,Yes,2023-10-01
9257,Bamboo Fiber,989,EcoCement Co.,3196.39,Denver,Yes,2023-05-22
9258,Rammed Earth,598,GreenBuild Ltd.,1525.06,Denver,No,2023-05-14
9259,Bamboo Fiber,596,GreenBuild Ltd.,1943.31,Denver,No,2023-03-23
9260,Hempcrete,643,NatureBricks,3064.63,Chicago,Yes,2023-11-23
9261,Bamboo Fiber,585,EarthInnovations,1907.92,Denver,No,2023-09-18
9262,Straw Bale,580,EcoCement Co.,1917.1,New York,Yes,2023-04-21
9263,Bamboo Fiber,805,EarthInnovations,3496.47,Miami,Yes,2023-04-11
9264,Recycled Plastic,349,GreenBuild Ltd.,1611.88,Austin,Yes,2023-05-30
9265,Rammed Earth,291,EcoCement Co.,1004.02,Denver,No,2023-12-18
9266,Straw Bale,607,GreenBuild Ltd.,2043.66,Houston,Yes,2023-08-31
9267,Geopolymer,260,EarthInnovations,671.12,Boston,Yes,2023-03-27
9268,Recycled Plastic,800,EcoCement Co.,2176.7,Seattle,No,2023-07-20
9269,Geopolymer,666,EarthInnovations,3227.43,Chicago,No,2023-06-12
9270,Geopolymer,301,EarthInnovations,889.85,Denver,Yes,2023-07-28
9271,Geopolymer,468,EcoCement Co.,2087.25,Denver,Yes,2023-08-07
9272,Geopolymer,121,NatureBricks,523.2,New York,No,2023-01-03
9273,Recycled Plastic,155,NatureBricks,432.27,Miami,Yes,2023-03-17
9274,Rammed Earth,733,GreenBuild Ltd.,2323.15,Austin,Yes,2023-08-03
9275,Straw Bale,923,GreenBuild Ltd.,1895.88,New York,Yes,2023-10-26
9276,Geopolymer,617,Sustainable Works,2462.25,San Francisco,No,2023-01-04
9277,Hempcrete,360,EcoCement Co.,1168.85,Houston,Yes,2023-03-06
9278,Hempcrete,681,EarthInnovations,2059.6,Houston,Yes,2023-05-18
9279,Bamboo Fiber,511,GreenBuild Ltd.,1835.17,San Francisco,No,2023-08-16
9280,Recycled Plastic,197,NatureBricks,733.09,New York,No,2023-08-03
9281,Rammed Earth,281,EarthInnovations,633.35,Miami,No,2023-01-09
9282,Hempcrete,933,NatureBricks,3915.81,Miami,Yes,2023-07-06
9283,Bamboo Fiber,226,NatureBricks,1066.28,Miami,No,2023-05-20
9284,Hempcrete,594,Sustainable Works,1412.57,New York,No,2023-06-03
9285,Straw Bale,493,EcoCement Co.,2304.51,Austin,Yes,2023-01-21
9286,Hempcrete,145,EcoCement Co.,442.66,Boston,No,2023-07-29
9287,Straw Bale,417,GreenBuild Ltd.,1574.1,Boston,No,2023-01-26
9288,Geopolymer,672,GreenBuild Ltd.,3357.59,Seattle,Yes,2023-06-11
9289,Geopolymer,792,NatureBricks,2712.43,San Francisco,Yes,2023-05-30
9290,Bamboo Fiber,847,PlasticCycle,1789.78,Austin,No,2023-12-04
9291,Straw Bale,550,EarthInnovations,2073.33,Houston,No,2023-10-29
9292,Hempcrete,797,PlasticCycle,3499.09,Austin,Yes,2023-06-20
9293,Straw Bale,642,EcoCement Co.,2902.85,Seattle,Yes,2023-07-06
9294,Hempcrete,188,PlasticCycle,795.67,Denver,No,2023-08-10
9295,Rammed Earth,484,PlasticCycle,1497.66,Seattle,Yes,2023-05-29
9296,Geopolymer,894,Sustainable Works,1881.81,Denver,Yes,2023-02-05
9297,Rammed Earth,232,Sustainable Works,564.02,Houston,No,2023-04-05
9298,Rammed Earth,268,EarthInnovations,1085.14,Miami,No,2023-07-29
9299,Geopolymer,106,EcoCement Co.,402.83,Los Angeles,Yes,2023-05-26
9300,Bamboo Fiber,458,NatureBricks,1807.13,Chicago,No,2023-10-21
9301,Bamboo Fiber,778,GreenBuild Ltd.,3438.47,Boston,No,2023-10-29
9302,Hempcrete,481,GreenBuild Ltd.,2130.75,Los Angeles,Yes,2023-01-22
9303,Geopolymer,957,GreenBuild Ltd.,2657.83,Boston,No,2023-03-15
9304,Rammed Earth,540,Sustainable Works,1439.47,Seattle,Yes,2023-12-28
9305,Straw Bale,595,PlasticCycle,1262.73,Los Angeles,Yes,2023-01-12
9306,Bamboo Fiber,826,EarthInnovations,4090.01,New York,No,2023-06-12
9307,Recycled Plastic,647,EcoCement Co.,1872.81,Denver,No,2023-01-28
9308,Bamboo Fiber,654,NatureBricks,1410.56,Chicago,Yes,2023-01-15
9309,Geopolymer,630,Sustainable Works,2349.51,Boston,Yes,2023-01-04
9310,Straw Bale,162,PlasticCycle,794.22,Boston,Yes,2023-01-16
9311,Straw Bale,207,EcoCement Co.,655.84,Miami,No,2023-04-15
9312,Geopolymer,419,NatureBricks,1626.92,Chicago,Yes,2023-08-17
9313,Geopolymer,153,PlasticCycle,583.28,Seattle,No,2023-06-18
9314,Rammed Earth,366,PlasticCycle,1819.78,Denver,Yes,2023-07-05
9315,Recycled Plastic,690,EarthInnovations,3119.9,Chicago,Yes,2023-10-10
9316,Recycled Plastic,593,GreenBuild Ltd.,1491.95,Miami,No,2023-09-29
9317,Hempcrete,204,EarthInnovations,611.57,New York,No,2023-08-13
9318,Bamboo Fiber,823,GreenBuild Ltd.,2646.85,Boston,Yes,2023-10-28
9319,Recycled Plastic,165,PlasticCycle,701.77,Los Angeles,No,2023-11-11
9320,Rammed Earth,884,NatureBricks,2762.1,Austin,No,2023-03-06
9321,Geopolymer,248,GreenBuild Ltd.,908.73,Los Angeles,Yes,2023-02-05
9322,Hempcrete,677,EcoCement Co.,2535.81,San Francisco,Yes,2023-12-12
9323,Rammed Earth,891,EarthInnovations,1965.89,Denver,No,2023-01-23
9324,Hempcrete,195,GreenBuild Ltd.,625.96,Chicago,No,2023-09-08
9325,Geopolymer,310,EcoCement Co.,960.21,Denver,Yes,2023-11-08
9326,Recycled Plastic,528,EcoCement Co.,1862.39,New York,Yes,2023-09-23
9327,Rammed Earth,348,NatureBricks,1700.5,Los Angeles,Yes,2023-01-18
9328,Hempcrete,148,Sustainable Works,570.0,San Francisco,Yes,2023-01-03
9329,Hempcrete,703,EarthInnovations,3482.03,New York,No,2023-10-31
9330,Straw Bale,568,EcoCement Co.,1876.03,San Francisco,No,2023-05-13
9331,Straw Bale,289,EcoCement Co.,1020.31,San Francisco,Yes,2023-12-03
9332,Geopolymer,978,Sustainable Works,3776.94,San Francisco,No,2023-05-30
9333,Rammed Earth,649,GreenBuild Ltd.,1465.06,Chicago,Yes,2023-01-17
9334,Hempcrete,398,NatureBricks,1725.91,Denver,No,2023-10-26
9335,Recycled Plastic,405,EarthInnovations,1694.04,Houston,No,2023-08-10
9336,Straw Bale,991,GreenBuild Ltd.,2766.38,Houston,No,2023-04-11
9337,Hempcrete,738,NatureBricks,2988.15,Denver,No,2023-02-26
9338,Recycled Plastic,183,Sustainable Works,456.93,New York,No,2023-11-27
9339,Hempcrete,101,Sustainable Works,464.44,Chicago,Yes,2023-08-27
9340,Rammed Earth,938,EcoCement Co.,4141.09,Los Angeles,No,2023-06-27
9341,Geopolymer,464,GreenBuild Ltd.,1430.0,Houston,No,2023-09-12
9342,Straw Bale,278,PlasticCycle,917.59,Chicago,Yes,2023-06-27
9343,Bamboo Fiber,589,PlasticCycle,1986.01,San Francisco,Yes,2023-12-26
9344,Recycled Plastic,293,GreenBuild Ltd.,1304.94,Denver,Yes,2023-10-16
9345,Geopolymer,185,GreenBuild Ltd.,893.53,Seattle,Yes,2023-04-11
9346,Straw Bale,717,GreenBuild Ltd.,2284.52,Denver,No,2023-09-01
9347,Straw Bale,807,NatureBricks,3840.95,San Francisco,Yes,2023-09-26
9348,Recycled Plastic,288,EarthInnovations,1148.16,Denver,No,2023-10-28
9349,Geopolymer,562,Sustainable Works,2677.62,Houston,Yes,2023-03-13
9350,Bamboo Fiber,914,EcoCement Co.,3851.51,Boston,Yes,2023-11-10
9351,Hempcrete,937,GreenBuild Ltd.,4057.06,Boston,No,2023-02-17
9352,Recycled Plastic,338,NatureBricks,909.48,Seattle,No,2023-03-16
9353,Bamboo Fiber,119,PlasticCycle,565.43,New York,No,2023-06-01
9354,Hempcrete,474,EcoCement Co.,2354.11,Seattle,Yes,2023-04-05
9355,Hempcrete,793,GreenBuild Ltd.,3908.76,Seattle,Yes,2023-12-01
9356,Hempcrete,777,EcoCement Co.,2277.2,Austin,No,2023-09-07
9357,Straw Bale,162,EarthInnovations,745.69,Seattle,Yes,2023-08-07
9358,Straw Bale,321,NatureBricks,1113.19,Los Angeles,Yes,2023-07-11
9359,Geopolymer,315,GreenBuild Ltd.,1501.37,Denver,No,2023-09-14
9360,Bamboo Fiber,973,EarthInnovations,4252.6,Los Angeles,Yes,2023-08-18
9361,Rammed Earth,690,EarthInnovations,3005.68,Denver,Yes,2023-12-27
9362,Straw Bale,585,GreenBuild Ltd.,2622.8,Miami,Yes,2023-06-29
9363,Rammed Earth,833,PlasticCycle,3706.89,San Francisco,Yes,2023-03-06
9364,Geopolymer,816,EarthInnovations,3289.72,New York,No,2023-10-27
9365,Recycled Plastic,109,EcoCement Co.,246.6,New York,Yes,2023-07-03
9366,Hempcrete,403,Sustainable Works,920.5,Denver,No,2023-09-20
9367,Rammed Earth,299,GreenBuild Ltd.,1404.27,Seattle,Yes,2023-01-10
9368,Hempcrete,697,GreenBuild Ltd.,3211.08,Los Angeles,Yes,2023-04-09
9369,Recycled Plastic,175,NatureBricks,741.63,Boston,Yes,2023-01-09
9370,Hempcrete,784,GreenBuild Ltd.,3898.35,Houston,No,2024-01-01
9371,Straw Bale,848,NatureBricks,2197.2,Seattle,Yes,2023-06-26
9372,Straw Bale,627,GreenBuild Ltd.,1585.68,New York,Yes,2023-08-04
9373,Bamboo Fiber,398,EarthInnovations,1843.44,Austin,No,2023-01-22
9374,Bamboo Fiber,138,EarthInnovations,504.08,Austin,No,2023-12-16
9375,Geopolymer,579,PlasticCycle,1564.64,New York,Yes,2023-12-03
9376,Straw Bale,450,EcoCement Co.,1709.02,New York,Yes,2023-05-01
9377,Rammed Earth,908,EarthInnovations,2382.94,Houston,Yes,2023-03-18
9378,Recycled Plastic,592,EarthInnovations,2706.14,Seattle,No,2023-12-19
9379,Hempcrete,814,EarthInnovations,2186.46,Los Angeles,Yes,2023-07-20
9380,Bamboo Fiber,141,EcoCement Co.,473.2,Seattle,Yes,2023-02-01
9381,Straw Bale,183,Sustainable Works,845.75,Houston,No,2023-01-20
9382,Geopolymer,789,EarthInnovations,3772.78,San Francisco,No,2023-04-20
9383,Straw Bale,308,PlasticCycle,1086.42,Austin,No,2023-12-24
9384,Rammed Earth,966,Sustainable Works,4468.36,Los Angeles,Yes,2023-06-18
9385,Recycled Plastic,342,PlasticCycle,1087.21,Seattle,Yes,2023-01-31
9386,Straw Bale,257,PlasticCycle,1132.57,Seattle,No,2023-02-26
9387,Recycled Plastic,175,EcoCement Co.,834.35,Austin,Yes,2023-06-02
9388,Hempcrete,335,Sustainable Works,1635.79,Miami,No,2023-01-03
9389,Bamboo Fiber,121,PlasticCycle,323.98,Chicago,No,2023-07-14
9390,Geopolymer,624,Sustainable Works,2555.55,Houston,Yes,2023-08-28
9391,Geopolymer,853,EarthInnovations,2442.25,Seattle,No,2023-11-29
9392,Recycled Plastic,229,NatureBricks,613.74,Austin,No,2023-12-19
9393,Hempcrete,314,Sustainable Works,650.7,Los Angeles,Yes,2023-08-01
9394,Geopolymer,613,GreenBuild Ltd.,2947.5,San Francisco,No,2023-08-11
9395,Rammed Earth,497,EcoCement Co.,2013.74,Austin,No,2023-02-11
9396,Recycled Plastic,827,NatureBricks,2316.28,Chicago,Yes,2023-03-19
9397,Geopolymer,788,GreenBuild Ltd.,3728.62,Los Angeles,Yes,2023-08-05
9398,Bamboo Fiber,900,GreenBuild Ltd.,3026.19,Houston,No,2023-06-29
9399,Geopolymer,493,Sustainable Works,2122.6,New York,Yes,2023-01-23
9400,Straw Bale,551,PlasticCycle,2517.01,Los Angeles,No,2023-02-21
9401,Hempcrete,334,EcoCement Co.,1467.74,San Francisco,Yes,2023-11-30
9402,Recycled Plastic,378,GreenBuild Ltd.,1162.37,New York,Yes,2023-02-16
9403,Recycled Plastic,468,NatureBricks,1251.42,Austin,Yes,2023-12-18
9404,Rammed Earth,528,PlasticCycle,1708.61,Houston,No,2023-05-28
9405,Recycled Plastic,843,PlasticCycle,3430.48,Miami,Yes,2023-04-09
9406,Geopolymer,991,GreenBuild Ltd.,2229.69,Los Angeles,Yes,2023-09-28
9407,Bamboo Fiber,197,EarthInnovations,540.12,Austin,Yes,2023-10-05
9408,Geopolymer,836,EarthInnovations,1776.83,Seattle,Yes,2023-08-27
9409,Geopolymer,941,NatureBricks,2696.12,Miami,Yes,2023-03-05
9410,Rammed Earth,580,PlasticCycle,2183.31,Boston,No,2023-11-23
9411,Straw Bale,219,EcoCement Co.,872.34,Los Angeles,Yes,2023-01-22
9412,Straw Bale,264,EcoCement Co.,685.9,Austin,No,2023-08-12
9413,Hempcrete,750,PlasticCycle,1967.79,Denver,Yes,2023-09-01
9414,Geopolymer,341,PlasticCycle,1130.89,Denver,No,2023-04-25
9415,Recycled Plastic,202,PlasticCycle,572.84,San Francisco,No,2023-10-01
9416,Straw Bale,569,Sustainable Works,2530.46,Miami,Yes,2023-10-05
9417,Geopolymer,954,Sustainable Works,2088.54,San Francisco,No,2023-01-16
9418,Geopolymer,891,Sustainable Works,3391.22,Los Angeles,Yes,2023-12-22
9419,Recycled Plastic,267,GreenBuild Ltd.,691.54,Miami,Yes,2023-06-20
9420,Rammed Earth,960,NatureBricks,3902.76,Austin,No,2023-04-22
9421,Geopolymer,686,GreenBuild Ltd.,2697.92,Miami,No,2023-08-20
9422,Recycled Plastic,357,GreenBuild Ltd.,1390.28,Miami,No,2023-05-12
9423,Rammed Earth,608,NatureBricks,2322.86,San Francisco,Yes,2023-07-13
9424,Geopolymer,991,EcoCement Co.,4863.15,Los Angeles,No,2023-02-09
9425,Geopolymer,516,EarthInnovations,1530.81,Miami,No,2023-11-17
9426,Hempcrete,310,Sustainable Works,1325.95,Seattle,Yes,2023-07-27
9427,Straw Bale,161,EarthInnovations,605.15,Boston,No,2023-09-17
9428,Hempcrete,685,EarthInnovations,2962.75,Chicago,Yes,2023-06-20
9429,Bamboo Fiber,111,PlasticCycle,289.17,Chicago,No,2023-05-09
9430,Hempcrete,677,EarthInnovations,2954.35,Boston,No,2023-10-06
9431,Recycled Plastic,712,NatureBricks,1548.61,Boston,Yes,2023-01-03
9432,Rammed Earth,826,Sustainable Works,2307.47,Seattle,Yes,2023-10-08
9433,Geopolymer,611,PlasticCycle,2773.13,Seattle,Yes,2023-05-25
9434,Bamboo Fiber,301,Sustainable Works,1050.63,Boston,No,2023-10-26
9435,Geopolymer,126,PlasticCycle,325.41,Austin,No,2023-12-22
9436,Rammed Earth,945,GreenBuild Ltd.,4625.46,Houston,No,2023-09-03
9437,Bamboo Fiber,900,GreenBuild Ltd.,2847.6,Denver,No,2024-01-01
9438,Geopolymer,694,GreenBuild Ltd.,3302.06,Los Angeles,Yes,2023-06-18
9439,Recycled Plastic,160,Sustainable Works,491.9,Houston,Yes,2023-06-28
9440,Bamboo Fiber,845,Sustainable Works,1711.01,New York,Yes,2023-07-15
9441,Recycled Plastic,734,Sustainable Works,2447.84,Boston,Yes,2023-09-02
9442,Geopolymer,982,EarthInnovations,2086.46,Chicago,Yes,2023-12-04
9443,Bamboo Fiber,501,NatureBricks,1558.15,Los Angeles,Yes,2023-07-17
9444,Bamboo Fiber,387,EarthInnovations,1576.42,Chicago,No,2023-07-11
9445,Bamboo Fiber,256,GreenBuild Ltd.,1206.27,San Francisco,Yes,2023-03-29
9446,Geopolymer,274,EarthInnovations,560.4,Los Angeles,No,2023-02-06
9447,Bamboo Fiber,117,NatureBricks,495.78,Austin,Yes,2023-08-02
9448,Recycled Plastic,961,GreenBuild Ltd.,2889.47,Denver,No,2023-05-03
9449,Straw Bale,595,EcoCement Co.,2735.62,Denver,Yes,2023-03-17
9450,Rammed Earth,277,Sustainable Works,1121.91,Austin,Yes,2023-07-04
9451,Rammed Earth,449,EarthInnovations,2035.47,Miami,No,2023-11-24
9452,Hempcrete,346,Sustainable Works,1575.57,New York,Yes,2023-07-07
9453,Rammed Earth,288,Sustainable Works,1219.02,Chicago,No,2023-10-18
9454,Hempcrete,296,EarthInnovations,1245.47,Chicago,No,2023-04-06
9455,Straw Bale,388,EarthInnovations,1404.35,Chicago,No,2023-08-31
9456,Geopolymer,119,NatureBricks,468.15,Miami,No,2023-10-23
9457,Bamboo Fiber,698,GreenBuild Ltd.,2647.75,Los Angeles,No,2023-08-23
9458,Bamboo Fiber,942,PlasticCycle,2383.5,San Francisco,No,2023-02-18
9459,Recycled Plastic,444,EarthInnovations,1587.3,Denver,No,2023-08-05
9460,Recycled Plastic,991,GreenBuild Ltd.,2513.79,Austin,No,2023-05-01
9461,Recycled Plastic,140,NatureBricks,573.84,Los Angeles,Yes,2023-03-25
9462,Geopolymer,433,EarthInnovations,1690.41,San Francisco,Yes,2023-12-02
9463,Straw Bale,143,EcoCement Co.,580.06,Houston,Yes,2023-03-09
9464,Recycled Plastic,796,PlasticCycle,2205.2,Austin,No,2023-07-10
9465,Recycled Plastic,782,NatureBricks,2770.53,Denver,Yes,2023-04-24
9466,Straw Bale,668,Sustainable Works,1491.13,Austin,No,2023-10-21
9467,Rammed Earth,285,NatureBricks,918.62,New York,Yes,2023-08-18
9468,Rammed Earth,643,Sustainable Works,2953.85,Boston,No,2023-09-16
9469,Rammed Earth,506,PlasticCycle,2387.27,New York,No,2023-04-21
9470,Bamboo Fiber,955,Sustainable Works,3843.32,Miami,No,2023-12-22
9471,Rammed Earth,137,NatureBricks,307.56,Miami,No,2023-08-15
9472,Bamboo Fiber,206,NatureBricks,554.71,Seattle,No,2023-05-28
9473,Hempcrete,824,Sustainable Works,3364.18,Boston,No,2023-07-17
9474,Hempcrete,503,EcoCement Co.,1789.31,Los Angeles,No,2023-10-04
9475,Straw Bale,1000,PlasticCycle,4884.86,Chicago,No,2023-07-30
9476,Recycled Plastic,895,GreenBuild Ltd.,2934.52,Los Angeles,Yes,2023-04-06
9477,Recycled Plastic,470,GreenBuild Ltd.,2086.14,San Francisco,No,2023-03-18
9478,Straw Bale,344,GreenBuild Ltd.,750.44,Denver,No,2023-05-23
9479,Hempcrete,552,EarthInnovations,2429.47,Houston,Yes,2023-06-11
9480,Hempcrete,752,GreenBuild Ltd.,2455.12,New York,Yes,2023-07-17
9481,Recycled Plastic,672,EarthInnovations,2362.26,Seattle,Yes,2023-01-05
9482,Geopolymer,952,PlasticCycle,3101.23,Austin,Yes,2023-08-08
9483,Recycled Plastic,481,NatureBricks,2177.35,New York,Yes,2023-09-12
9484,Geopolymer,628,EarthInnovations,1487.13,Austin,No,2023-01-13
9485,Bamboo Fiber,801,PlasticCycle,3965.17,Los Angeles,No,2023-10-09
9486,Bamboo Fiber,778,EcoCement Co.,2248.35,Miami,No,2023-01-15
9487,Geopolymer,764,Sustainable Works,1965.99,San Francisco,Yes,2023-12-22
9488,Rammed Earth,318,PlasticCycle,1338.55,Chicago,Yes,2023-08-29
9489,Straw Bale,293,NatureBricks,851.69,Austin,No,2023-03-01
9490,Hempcrete,824,EarthInnovations,2032.02,Miami,No,2023-12-11
9491,Geopolymer,829,EarthInnovations,2974.17,Denver,No,2023-12-29
9492,Rammed Earth,191,NatureBricks,816.7,Denver,No,2023-04-03
9493,Straw Bale,432,EarthInnovations,1363.63,New York,No,2023-04-24
9494,Hempcrete,738,PlasticCycle,2319.74,Miami,Yes,2023-04-25
9495,Recycled Plastic,366,GreenBuild Ltd.,1807.76,Seattle,No,2023-10-09
